SKU,Title,Image,Manufacturer (Brand),Released Date,Price,Specifications,Descriptions,URL
goodsmile10060,b'Nendoroid Newt Scamander ',https:////images.goodsmile.info/cgm/images/product/20200915/10060/76003/large/eb4a17cf3affcde06886a8438b3059f1.jpg,b'\n                          Good Smile Company\n                      ',2021/04,"b'\xc2\xa54,727\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"b'\n""There are no strange creatures, only blinkered people.""\nFrom the popular film series \'Fantastic Beasts\' comes a Nendoroid of the Magizoologist Newt Scamander! This figure comes with a variety of optional parts and 3 face plates: a standard expression, a wry expression, and a soft smiling expression.\nNewt is ready for adventure with his wand and suitcase in hand. He can even be posed holding Pickett the bowtruckle, or keeping a close eye on the mischievous Niffler. Be sure to add Newt Scamander to your collection and enjoy the ever-expanding magical world!\nSet Contents:\n\nBack and Front Hair Parts\nFace Plate x3\nBody\nRight Arm Part x3\nRight Hand Parts x4\nLeft Arm Part x2\nLeft Hand Parts x2\nRight Leg Part x1\nLeft Leg Part x1\nWand\nSuitcase\nBowtruckle\nNiffler\n\n\xe2\x96\xa0 Wizarding World Special Site\nhttps://special.goodsmile.info/harrypotter/en/\n\n'",https://www.goodsmile.info/en/product/10060/Nendoroid+Newt+Scamander.html
goodsmile10184,Lio Fotia: SGT ver. ,https:////images.goodsmile.info/cgm/images/product/20201006/10184/75385/large/55098b60349c19eabc50f293209a7cf6.jpg,"
                          Good Smile Company
                      ",2021/04,"¥1,500
                       (Before Tax)
                      ", Painted ABS&PVC non-scale figure with stand included. Approximately 85mm in height.,"
From ""PROMARE"" comes an adorable figure of Lio!
From the original anime movie ""PROMARE"" comes an adorable figure of Lio Fotia, leader of Mad Burnish! The original chibi illustration by character designer Shigeto Koyama has been brought to life. The PVC figure is based on a garage kit by Noramurachou. The adorable design of the original garage kit has been refined by Good Smile Company under the close watch of Shigeto Koyama. Be sure to preorder with Galo Thymos: SGT ver. available for preorder at the same time!
Also available: Galo & Lio: SGT ver. Special Box
",https://www.goodsmile.info/en/product/10184/Lio+Fotia+SGT+ver.html
goodsmile9395,Chino: Santa Ver. ,https:////images.goodsmile.info/cgm/images/product/20200327/9395/68770/large/42d88528b6d6ae12d0523013df24df3c.jpg,"
                          Phat!
                      ",2021/04,"¥16,800
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC figure with stand included. Approximately 160mm in height (including stand).,"
Merry Christmas! Presenting Chino in a Santa outfit!
From ""Is the Order a Rabbit??"" comes a scale figure of Chino in a Santa outfit. Chino has been recreated with a cute embarrassed expression, stuck in a large present box while delivering presents. She comes with Tippy too, so enjoy displaying them together!
",https://www.goodsmile.info/en/product/9395/Chino+Santa+Ver.html
goodsmile10183,Galo Thymos: SGT ver. ,https:////images.goodsmile.info/cgm/images/product/20201006/10183/75380/large/2f71581be09c6763d7153440c0ce911d.jpg,"
                          Good Smile Company
                      ",2021/04,"¥1,500
                       (Before Tax)
                      ", Painted ABS&PVC non-scale figure with stand included. Approximately 120mm in height.,"
From ""PROMARE"" comes an adorable figure of Galo Thymos
From the original anime movie ""PROMARE"" comes an adorable figure of Galo Thymos, main character and member of Burning Rescue! The original chibi illustration by character designer Shigeto Koyama has been brought to life. The PVC figure is based on a garage kit by Noramurachou. The adorable design of the original garage kit has been refined by Good Smile Company under the close watch of Shigeto Koyama. Be sure to preorder with Lio Fotia: SGT ver. available for preorder at the same time!
Also available: Galo & Lio: SGT ver. Special Box
",https://www.goodsmile.info/en/product/10183/Galo+Thymos+SGT+ver.html
goodsmile10018,Nendoroid Hana Uzaki ,https:////images.goodsmile.info/cgm/images/product/20200904/10018/73983/large/f0bed97e900d333eb2874ae5033c90bd.jpg,"
                          Good Smile Company
                      ",2021/03,"¥5,182
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""Senpai! All alone again today, huh?""
From the anime series ""Uzaki-chan Wants to Hang Out!"" comes a Nendoroid of the energetic Hana Uzaki! She comes with three face plates including a standard expression, a blushing expression and an annoying expression. Additionally, two chest parts are included and can be interchanged for a different look! Be sure to add the SUGOI DEKAI Uzaki-chan to your collection!
Set Contents:

Back and Front Hair Parts
Face Plates x3
Bodies x2
Right Arm Parts x3
Right Hand Parts x3
Left Arm Parts x2
Left Hand Parts x2
Connected Left and Right Arm Part x1
Right Leg Parts x2
Left Leg Part x1



Made at GSC's 'Lucky Factory' in Tottori, Japan.
This product will be made at Good Smile Company's 'Lucky Factory' in Tottori, Japan. The product will be proudly 'Made in Japan', and sent all over the world for fans to enjoy!


",https://www.goodsmile.info/en/product/10018/Nendoroid+Hana+Uzaki.html
goodsmile10177,Pocket Maquette: Hatsune Miku 01 ,https:////images.goodsmile.info/cgm/images/product/20201005/10177/75307/large/96e040790c3c86a4b6ade3dfeefcdee3.jpg,"
                          Good Smile Company
                      ",2021/03,"¥436 Each
                       (Before Tax)
                      ", Painted non-scale ABS figures with stands included. Each Approximately 50mm in height. 1 boxset includes 6 figures (all 6 varieties).,"
Piapro Characters now in pocket sized miniature figure form!
Popular Piapro characters are joining the Pocket Maquette collectible figure series! The line-up includes ""Hatsune Miku"", ""Kagamine Rin"", ""Kagamine Len"", ""Megurine Luka"", ""MEIKO"" and ""KAITO""! Interchangeable parts are included to display them sitting. Be sure to add them to your collection!
",https://www.goodsmile.info/en/product/10177/Pocket+Maquette+Hatsune+Miku+01.html
goodsmile10173,Nendoroid Yuji Itadori ,https:////images.goodsmile.info/cgm/images/product/20201002/10173/75272/large/07d43677e24df7a06a95cc7a5c2aa74c.jpg,"
                          Good Smile Company
                      ",2021/03,"¥4,636
                       (Before Tax)
                      ", Painted ABS&PVC non-scale figure with stand included. Approximately 100mm in height.,"
""I'm not gonna regret the way I live!""
From the currently airing anime series ""Jujutsu Kaisen"" comes a Nendoroid of the main character Yuji Itadori! He comes with three face plates including a standard expression, a combat expression and a smiling expression! Optional parts include the finger of the Double-Faced Specter and effect parts for recreating combat sequences. Be sure to add him to your collection!
Set Contents:

Back and Front Hair Parts
Face Plates x3
Body
Right Arm Parts x3
Left Arm Parts x2
Right Hand Parts x2
Right Hand Part (Holding Finger of the Double-Faced Specter)
Left Hand Parts x2
Right Leg Part x1
Left Leg Part x1
Interchangeable Lower Half Part x1
Combat Effect Parts x2
Special Stand Base

",https://www.goodsmile.info/en/product/10173/Nendoroid+Yuji+Itadori.html
goodsmile10067,b'MODEROID AV-X0 Type Zero ',https:////images.goodsmile.info/cgm/images/product/20200916/10067/74744/large/060f02a679f3d55bacb622cfeaa8bcc0.jpg,b'\n                          Good Smile Company\n                      ',2021/03,"b'\xc2\xa54,091\n                       (Before Tax)\n                      '", PS&ABS assemblable plastic model kit. 1/60 scale. Height: Approx. 135mm,"b'\nThe new Labor, equipped with an HOS. Presenting a 1/60th scale AV-X0 Type Zero!\nFrom the anime series ""Mobile Police Patlabor"" comes a 1/60 scale plastic model kit of the AV-X0 Type Zero! The robot has been carefully recreated based on its appearance from the series. The model features several point of articulation, and various parts like its shield, an interchangeable part for recreating its spear hand and interchangeable face open parts are all included so you can recreate all kinds of scenes. The model is made from ABS and PS plastic. Its various parts have been separated into different colored runners, and pre-painted parts and water-slide decals are included, making it easy to recreate the robot from the series with a simple assembly.\n\xe2\x96\xa0 MODEROID Special Site\nhttps://www.goodsmile.info/en/moderoid\n\n'",https://www.goodsmile.info/en/product/10067/MODEROID+AV+X0+Type+Zero.html
goodsmile8797,Snow Miku: Snow Princess Ver. ,https:////images.goodsmile.info/cgm/images/product/20190917/8797/63679/large/974cee50098426f3987f27810387dde8.jpg,"
                          Good Smile Company
                      ",2021/03,"¥22,545
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC figure with stand included. Approximately 230mm in height.,"
Presenting the lovely snow princess.
The Hokkaido support character Snow Miku is now a 1/7th scale figure! Based on the theme ""Princess of the Hokkaido Winter"", illustrator KEI key visual of Snow Miku 2019 has been brought to life in outstanding detail. The numerous soft frills of her dress and pearly appearance of her intricate hairstyle are just two highlights of this magnificent figure. 
Miku's joyous expression as illustrated by KEI has been faithfully captured and brought to life. A special memorial base featuring a design based on 10 years of Snow Miku history is included. Be sure to add this sweet snow princess to your collection!
",https://www.goodsmile.info/en/product/8797/Snow+Miku+Snow+Princess+Ver.html
goodsmile10074,Kanade Tachibana: Key 20th Anniversary Gothic Lolita Ver. ,https:////images.goodsmile.info/cgm/images/product/20200916/10074/74449/large/11f9c399db61d9a8184058c59bf1b691.jpg,"
                          Chara-Ani
                      ",2021/03,"¥15,500
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC with stand included (*no phthalates used in the making of this product). Approximately 180mm in height (including wings).,"
Angel in an elegant, chic outfit.
The main heroine of Angel Beats, Kanade Tachibana, has been recreated in scale figure form in a new chic outfit. Using the cover illustration from the ""Key20th MEMORIAL BOOK"" made for Key's 20th Anniversary as a base, her adorable winged outfit has been captured in figure form in stunning detail.
Translucent parts are utilized in various parts of the figure to give her a truly angel-like appearance. Be sure to add this commemorative Anniversary version of Angel to your collection.
",https://www.goodsmile.info/en/product/10074/Kanade+Tachibana+Key+20th+Anniversary+Gothic+Lolita+Ver.html
goodsmile10220,Darkness: Oiran Ver. ,https:////images.goodsmile.info/cgm/images/product/20201013/10220/75691/large/1509e95b682133fcf112257bebe85100.jpg,"
                          KADOKAWA Corporation
                      ",2021/03,"¥19,000
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC complete product with stand included. Approximately 250mm in height.,"
Darkness in a coquettish oiran outfit!
From the anime movie ""KONO SUBARASHII SEKAI NI SYUKUFUKU WO! LEGEND OF CRIMSON"" comes a scale figure of Darkness in a gorgeous oiran kimono based on an illustration made for the purpose of creating this figure!
Darkness' flower-patterned oiran kimono accentuates her impressive curves while she gives the viewer a sensual gaze. Be sure to add her to your collection!

What is KDcolle?
KADOKAWA presents a new figure brand, KDcolle (KADOKAWA Collection), featuring figures with style only possible for KADOKAWA to create. With a charm unique to experienced publishing company KADOKAWA, we bring you a new series of figures sure to make your heart beat with excitement! Expect more from the KDcolle series coming soon! 

",https://www.goodsmile.info/en/product/10220/Darkness+Oiran+Ver.html
goodsmile9568,ex:ride BK91A ,https:////images.goodsmile.info/cgm/images/product/20200521/9568/70719/large/fdaa89fb6add57985cedcbf1b8e9d58f.jpg,"

                            Max Factory
                          
",2021/03,"¥7,091
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 210mm in length.,"
The motorcycle for Ichi [another].
From illustrator neco's ""Heavily Armed High School Girls"" illustrations comes the BK91A motorcycle for Ichi [another].

The giant motorcycle has been recreated in appropriate scale.
The wheels, steering mechanism and kickstand are all articulated. The motorcycle can be displayed independently by using the kickstand.
An articulated joint for mounting Ichi [another]'s sword is included. The 3mm joint can be used to customize with other figma parts.

Also available: figma Ichi [another]
",https://www.goodsmile.info/en/product/9568/ex+ride+BK91A.html
goodsmile10303,b'Nendoroid Teletha Testarossa ',https:////images.goodsmile.info/cgm/images/product/20201026/10303/76379/large/fb75597fd75fda3f6b0413728205a886.jpg,b'\n                          Fine\xce\xa6Clover\n                      ',2021/03,"b'\xc2\xa55,273\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"b'\nA long-awaited Nendoroid of Teletha Testarossa!\nFrom ""Full Metal Panic! Invisible Victory"" comes a Nendoroid of the captain of the Tuatha De Danaan, Teletha Tesarossa! She comes with three face plates including a standard smiling expression, a more expressive smiling expression and a bloody nose expression. Optional parts include a miniature figure of the Tuathha De Dan to pose her with. Be sure to add her to your collection!\n\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\xe3\x80\x80\nSet Contents:\n\nBack and Front Hair Parts\nPonytail Part (x1)\nFace Plates (x3)\nBody (x1)\nSitting Lower Half Part (With Legs) (x1)\nRight Arm Parts (x3)\nRight Hand Parts (x3)\nLeft Arm Parts (x3)\nLeft Hand Parts (x3)\nRight Leg Part (x1)\nLeft Leg Part (x1)\nTuatha De Danaan (x1)\n\n'",https://www.goodsmile.info/en/product/10303/Nendoroid+Teletha+Testarossa.html
goodsmile9771,Nendoroid Osamu Dazai: Airport Ver. ,https:////images.goodsmile.info/cgm/images/product/20200714/9771/72153/large/f363546bf29779e1ef0e8ce1c7a71837.jpg,"
                          ORANGE ROUGE
                      ",2021/03,"¥4,182
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
A pilot version of Osamu Dazai made in collaboration with the Narita Anime Deck!
~ORANGE ROUGE 5th Anniversary Product~
From character designer Nobuhiro Arai's series of ""Bungo Stray Dogs: Airport Ver."" illustrations made in a collaboration with ""Bungo Stray Dogs"" and the Narita Anime Deck comes a series of new Airport Ver. Nendoroids! Osamu Dazai has been recreated as an adorable Nendoroid in a pilot's outfit!
He comes with two face plates—a standard expression and a winking expression. In addition to his removable pilot's hat, a smaller pilot's hat that he can be posed holding is also included. A carry-on suitcase part is also included, along with various hand and leg parts. Be sure to add him to your collection!
Also available: Nendoroid Chuya Nakahara: Airport Ver.
",https://www.goodsmile.info/en/product/9771/Nendoroid+Osamu+Dazai+Airport+Ver.html
goodsmile9772,Nendoroid Chuya Nakahara: Airport Ver. ,https:////images.goodsmile.info/cgm/images/product/20200714/9772/72145/large/d269f7df6d99881c48bb970eb80a248a.jpg,"
                          ORANGE ROUGE
                      ",2021/03,"¥4,182
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
A pilot version of Chuya Nakahara made in collaboration with the Narita Anime Deck!
~ORANGE ROUGE 5th Anniversary Product~
From character designer Nobuhiro Arai's series of ""Bungo Stray Dogs: Airport Ver."" illustrations made in a collaboration with ""Bungo Stray Dogs"" and the Narita Anime Deck comes a series of new Airport Ver. Nendoroids! Chuya Nakahara has been recreated as an adorable Nendoroid in a pilot's outfit!
He comes with two face plates—a standard expression and a winking expression. In addition to his removable pilot's hat, a smaller pilot's hat that he can be posed holding is also included. A carry-on suitcase part and coffee cup are also included as optional parts. Be sure to add him to your collection!
Also available: Nendoroid Osamu Dazai: Airport Ver.
",https://www.goodsmile.info/en/product/9772/Nendoroid+Chuya+Nakahara+Airport+Ver.html
goodsmile10059,Nendoroid Echidna ,https:////images.goodsmile.info/cgm/images/product/20200915/10059/74314/large/33fb9805c66fc2b73d6cf8aba8d186f5.jpg,"
                          Good Smile Company
                      ",2021/03,"¥5,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""My name is Echidna. Or would it be better if I introduced myself as the Witch of Greed?""
From the anime series ""Re:ZERO -Starting Life in Another World-"" comes a Nendoroid of the Witch of Greed, Echidna! She comes with three face plates including a standard expression, a blushing expression and a hurried expression. Additionally, she comes with interchangeable lower half parts to display her sitting along with a chair and teacup & saucer set, allowing you to recreate scenes from the series. Be sure to add her to your collection!
Set Contents:

Back and Front Hair Parts 
Face Plates x3
Body
Right Shoulder Part x1
Right Arm Parts x3
Right Hand Parts x4
Left Shoulder Part x1
Left Arm Parts x2
Left Hand Parts x4
Right Leg Part x1
Left Leg Part x1
Interchangeable Lower Half Part
Book
Chair
Teacup & Saucer Set

",https://www.goodsmile.info/en/product/10059/Nendoroid+Echidna.html
goodsmile9808,Nendoroid Triss Merigold ,https:////images.goodsmile.info/cgm/images/product/20200722/9808/72573/large/31989df8893250221a1ea9e9bfc067c3.jpg,"
                          Good Smile Company
                      ",2021/03,"¥4,727
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
Triss Merigold of Maribor joins the Nendoroids!
From the globally acclaimed open world RPG ""The Witcher 3: Wild Hunt"" comes a Nendoroid of Geralt's companion and powerful sorceress, Triss Merigold! The Nendoroid is fully articulated allowing you to easily pose her in combat scenes, and she comes with both a standard face plate as well as a smiling face plate.
Optional parts include a book, fire effect parts for showing off Triss' powerful magic, as well as a Gwent card for her to join in a round of cards. Be sure to display her with other Nendoroids from ""The Witcher 3: Wild Hunt"" and enjoying recreating the world of the Witcher in Nendoroid size!
",https://www.goodsmile.info/en/product/9808/Nendoroid+Triss+Merigold.html
goodsmile10160,b'MODEROID Baldios ',https:////images.goodsmile.info/cgm/images/product/20201001/10160/75658/large/88b4837d0f3044b4a44a53faf9861872.jpg,b'\n                          Good Smile Company\n                      ',2021/03,"b'\xc2\xa57,091\n                       (Before Tax)\n                      '", PS&ABS assemblable plastic model kit. Not to scale. Approximately 180mm in height when built.,"b'\nSaving tomorrow, MODEROID Baldios!\nFrom the anime series ""Space Warrior Baldios"" comes a plastic model kit of Baldios! The mecha has been carefully recreated based on its appearance from the series. The model features several points of articulation and comes with parts to recreate the combination of of Pulser Burn, Baldi Prize and Cateranger into Baldios. Pulse Sabers, the Baldi Guard Shield and Shoulder Cannons are all included. \nThe model kit is made from PS&ABS with POM used for some parts. The parts have been separated into 7 different colored runners and pre-painted parts, making it easy to recreate the mecha from the series with a simple assembly.\xe3\x80\x82\nMODEROID Special Site\nhttps://www.goodsmile.info/en/moderoid/\n\n\n'",https://www.goodsmile.info/en/product/10160/MODEROID+Baldios.html
goodsmile9687,figma Rider/Mordred ,https:////images.goodsmile.info/cgm/images/product/20200624/9687/71303/large/f10689734821db49ab002d02a5d412af.jpg,"

                            Max Factory
                          
",2021/03,"¥6,364
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 135mm in height.,"
""Yahhoo, Master! I came to play!""
From the popular smartphone game ""Fate/Grand Order"" comes a figma of the Rider class servant Mordred in her swimsuit!

Using the smooth yet posable joints of figma, you can act out a variety of different scenes.
A flexible plastic is used for important areas, allowing proportions to be kept without compromising posability.
She comes with three face plates including a confident face, a smiling face and a blushing face.
Her surfboard Prydwen is included along with an interchangeable right leg part to display her surfing on it.
An articulated figma stand is included, which allows various poses to be taken.

",https://www.goodsmile.info/en/product/9687/figma+Rider+Mordred.html
goodsmile9345,Nendoroid Playset #08: Gryffindor Common Room ,https:////images.goodsmile.info/cgm/images/product/20200311/9345/68242/large/d7b7393294c0dd244f609e93f8878371.jpg,"
                          Good Smile Company
                      ",2021/03,"¥6,000
                       (Before Tax)
                      ", ABS&PVC non-scale Nendoroid diorama set. Approximately 160mm in height.,"
Open the door to the world of magic!
From the internationally popular ""Harry Potter"" film series comes a Nendoroid playset of the Gryffindor common room! This diorama extension set includes various parts that you can use with your ""Harry Potter"" series Nendoroids and Nendoroid Dolls (sold separately) for even more fun!

Set Contents:
Wall x2
Floor
Fireplace
Painting x2
Sofa
Cushion x2
Table
Book x3
Bertie Bott's Every Flavour Beans
Chocolate Frog
Felt Carpet

*Please note that no Nendoroids are included in this set.
",https://www.goodsmile.info/en/product/9345/Nendoroid+Playset+08+Gryffindor+Common+Room.html
goodsmile10180,"Ryu Oyama's ""Cthulhu"" ",https:////images.goodsmile.info/cgm/images/product/20201006/10180/75331/large/eebce6ca38b1833e3fa533cf1eea5dc9.jpg,"

                            Max Factory
                          
",2021/03,"¥116,364
                       (Before Tax)
                      ", Painted polystone non-scale complete product with base included. Magnets utilized in some areas. Approximately 350mm in height.,"
The second statue in the Cthulhu original statue series!
Presenting the second statue in the Cthulhu Original Statue Series ""Cthulhu Evolution"". The second statue features the design of sculptor Ryu Oyama as a polystone statue. 
Based on a famous sketch left behind by H.P. Lovecraft, Ryu Oyama has completely recreated the Great Old One with a truly profane level of detail, surpassing the limits of the human mind. The statue gives off an atmosphere of magnificence and insanity like never seen before. 
The sculpting and paintwork of the master statue were both handled by Ryu Oyama. While the statue features a more muted color palette, the subtle color variation across the figure is worthy of a close look. Be sure to add the Great Old One to your collection.
",https://www.goodsmile.info/en/product/10180/Ryu+Oyama+s+Cthulhu.html
goodsmile9350,Nendoroid Rio Mason Busujima ,https:////images.goodsmile.info/cgm/images/product/20200313/9350/68276/large/3d829ce208c47666e83008929363162f.jpg,"
                          FREEing
                      ",2021/03,"¥6,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
From Hypnosis Mic comes a Nendoroid of Rio Mason Busujima!
From ""Hypnosis Mic -Division Rap Battle-"" comes a Nendoroid of Rio Mason Busujima from the Yokohama Division! He comes with three face plates including a composed standard expression, an intense rap battle expression and a smiling expression.
He also comes with his ""Crazy M"" hypnosis mic, his rifle and his mess kit as optional parts. Display with other Nendoroids in the ""Hypnosis Mic -Division Rap Battle-"" Nendoroid series to recreate rap battles and other situations. Be sure to add him to your collection!
",https://www.goodsmile.info/en/product/9350/Nendoroid+Rio+Mason+Busujima.html
goodsmile9570,figma Ichi [another] ,https:////images.goodsmile.info/cgm/images/product/20200521/9570/70710/large/68d47d3c18f56883946bf6fa0a65c3c5.jpg,"

                            Max Factory
                          
",2021/03,"¥8,182
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 150mm in height.,"
Ichi in another new appearance.
From illustrator neco's ""Heavily Armed High School Girls"" illustrations comes a figma of Ichi [another]!

Her neck and cape are articulated for natural riding poses.
Drawer joints are used in her hips allowing for broader posing options.
Interchangeable skirt parts for riding poses are included. Display her with her bike: ex:ride BK91A (sold separately).
Her giant sword, scabbard, a hooded head part and goggles are included as optional parts.
She comes with an expressionless face, a smiling face and a worried face.
Character reference card is included.

Also available: ex:ride BK91A
",https://www.goodsmile.info/en/product/9570/figma+Ichi+another.html
goodsmile10107,1/43rd Scale Good Smile Hatsune Miku AMG 2017 SPA24H Finals Ver. ,https:////images.goodsmile.info/cgm/images/product/20200923/10107/74784/large/009b6b549749be18895ca31ba7afa662.jpg,"
                          GOODSMILE RACING
                      ",2021/03,"¥12,545
                       (Before Tax)
                      ", Painted 1/43 scale resin miniature car. Approximately 110mm in length. Approximately 28mm in height.,"
The car that made a miraculous come-back for the SPA24H Finals!
A 1/43rd scale miniature car of the Good Smile Hatsune Miku AMG that took part in the Spa 24 Hours race that took place in Belgium in July 2017. The AMG GT3 car was involved in a huge crash during the preliminaries but managed to make a come-back the next day! The chassis makes is made from resin.
*This product is a GSR coupon item.
(GSR Coupon included in box with item.)
https://www.goodsmileracing.com/sponsors/coupon/?language=en
",https://www.goodsmile.info/en/product/10107/1+43rd+Scale+Good+Smile+Hatsune+Miku+AMG+2017+SPA24H+Finals+Ver.html
goodsmile9617,Takato Saijo ,https:////images.goodsmile.info/cgm/images/product/20200605/9617/70826/large/49bbe03038badc6779441722fe8538ac.jpg,"
                          FREEing
                      ",2021/03,"¥17,000
                       (Before Tax)
                      ", Painted ABS&PVC 1/8th scale complete product with stand included. Approximately 243mm in height.,"
""He seems pretty slick, this... unequaled angel!""
From the popular BL comic with over 3.5 million copies sold and an anime adaption, ""Dakaretai Otoko 1-i ni Odosarete Imasu."" comes a 1/8th scale figure of Takato Saijo! He's been recreated with a bunny theme as a part of the ""B-style"" series.
The design is based on a specially drawn illustration by Hashigo Sakurabi! Every part of his body has been carefully captured in figure form, from his boldly bare chest and slim waist to his romantic gaze. Be sure to take a look at every detail of his bunny themed outfit! A figure of Junta Azumaya (sold separately) is also available for preorder at the same time! Be sure to add them both to your collection!
",https://www.goodsmile.info/en/product/9617/Takato+Saijo.html
goodsmile10047,Nendoroid Daisuke Kambe ,https:////images.goodsmile.info/cgm/images/product/20200911/10047/74208/large/4b99eb8df1e6ee45922509e7296f11d2.jpg,"
                          ORANGE ROUGE
                      ",2021/03,"¥4,727
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""So, how much?""
From the popular anime series ""The Millionaire Detective - Balance: Unlimited"" comes a Nendoroid of the detective and heir to the Kambe family fortune, Daisuke Kambe! He comes with three face plates including a standard expression, a dubious expression and a displeased expression. Optional parts include a cigar, his police badge, a glass of champagne and a chair, allowing you to recreate all kinds of scenes from the series. Be sure to add him to your collection!
Set Contents:

Back and Front Hair Parts
Face Plates x3
Body
Right Arm Parts x2
Right Hand Parts x4
Left Arm Parts x2
Left Hand Parts x2
Sitting Body Part
Right Leg Part x1
Left Leg Part x1
Sofa
Champagne
Police Badge
Cigar

",https://www.goodsmile.info/en/product/10047/Nendoroid+Daisuke+Kambe.html
goodsmile9762,Illyasviel von Einzbern: Wedding Bikini Ver. ,https:////images.goodsmile.info/cgm/images/product/20200709/9762/71864/large/0344b51cbfd33005470fcdb9338cd01d.jpg,"
                          KADOKAWA Corporation
                      ",2021/03,"¥15,000
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC product with stand included. Approximately 210mm in height.,"
The Wedding Bikini Ver. series begins! The first is a scale figure of Illya!
From ""Fate/kaleid liner Prisma Illya: Prisma Phantasm"" comes a new series of scale figures based on a series of Wedding Bikini illustrations! The first figure is Illya! Her veil and pareo have been recreated with translucent parts, and her whole outfit features pearl paintwork. Her flower bouquet has also been carefully painted in detail. Illya's cuteness has been captured in figure form with a somewhat embarrassed pose. Her pareo and veil can be removed, and interchangeable hand parts are also included. Be sure to add her to your collection!

What is KDcolle?
KADOKAWA presents a new figure brand, KDcolle (KADOKAWA Collection), featuring figures with style only possible for KADOKAWA to create. With a charm unique to experienced publishing company KADOKAWA, we bring you a new series of figures sure to make your heart beat with excitement! Expect more from the KDcolle series coming soon! 

",https://www.goodsmile.info/en/product/9762/Illyasviel+von+Einzbern+Wedding+Bikini+Ver.html
goodsmile10307,Tohka Yatogami: China Dress Ver. ,https:////images.goodsmile.info/cgm/images/product/20201026/10307/76424/large/58eb97db41a931f65284ff0125d6eba8.jpg,"
                          Chara-Ani
                      ",2021/03,"¥14,000
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC figure with stand included (*no phthalates used in the making of this product). Approximately 240mm in height (including stand).,"
Tohka Yatogami dancing in in a Chinese dress!
From the popular anime series ""Date A Live III"" comes a 1/7th scale figure of Tohka Yatogami! Tohka has been recreated dancing in an adorable Chinese dress. Particular care has been taken to sculpting her flowing hair. Be sure to display her with Kurumi Tokisaki: China Dress Ver. (sold separately) for an even grander display!
",https://www.goodsmile.info/en/product/10307/Tohka+Yatogami+China+Dress+Ver.html
goodsmile9221,Welrod Mk II ,https:////images.goodsmile.info/cgm/images/product/20200128/9221/67159/large/9c6d3081b5b515d4c12ee2e8226cf2c4.jpg,"
                          Good Smile Arts Shanghai
                      ",2021/03,"¥16,182
                       (Before Tax)
                      ", Painted ABS&PVC 1/7th scale complete product with stand included. Approximately 220mm in height.,"
""Let's press on in the darkness with the northern wind at our backs.""
From the popular smartphone combat simulation game ""Girls' Frontline"" comes a 1/7th scale figure of Welrod Mk II. Her black overcoat slung over her shoulder, leather garter belts and her notably fit physique visible beneath her tight outfit have all been faithfully captured and recreated. Be sure to add the T-Doll that presses forward through the darkness and executes the Commander's orders without fail to your collection.
",https://www.goodsmile.info/en/product/9221/Welrod+Mk+II.html
